Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINZ25;21/08/2025;12:55:00;139.890;139.890;139.700;139.700;363.422,00;13
WINZ25;21/08/2025;12:50:00;139.940;139.955;139.900;139.900;139.934,00;5
WINZ25;21/08/2025;12:45:00;139.910;139.955;139.910;139.955;55.973,00;2
WINZ25;21/08/2025;12:35:00;139.925;139.925;139.910;139.910;111.937,00;4
WINZ25;21/08/2025;12:30:00;139.830;139.905;139.830;139.905;55.947,00;2
WINZ25;21/08/2025;12:20:00;139.780;139.830;139.780;139.830;83.878,00;3
WINZ25;21/08/2025;12:15:00;139.845;139.845;139.805;139.805;111.860,00;4
WINZ25;21/08/2025;12:10:00;139.895;139.895;139.825;139.825;167.807,00;6
WINZ25;21/08/2025;12:05:00;139.955;140.010;139.955;140.010;896.001,00;32
WINZ25;21/08/2025;12:00:00;139.950;139.990;139.895;139.955;195.918,00;7
WINZ25;21/08/2025;11:55:00;139.815;139.920;139.715;139.920;726.946,00;26
WINZ25;21/08/2025;11:50:00;140.050;140.050;139.900;139.900;419.956,00;15
WINZ25;21/08/2025;11:45:00;140.035;140.100;140.035;140.100;868.560,00;31
WINZ25;21/08/2025;11:40:00;140.000;140.000;140.000;140.000;140.000,00;5
WINZ25;21/08/2025;11:35:00;139.950;139.950;139.950;139.950;27.990,00;1
WINZ25;21/08/2025;11:30:00;139.855;139.855;139.855;139.855;27.971,00;1
WINZ25;21/08/2025;11:25:00;139.975;139.975;139.895;139.895;195.934,00;7
WINZ25;21/08/2025;11:20:00;139.955;139.980;139.935;139.980;195.934,00;7
WINZ25;21/08/2025;11:15:00;140.110;140.110;140.110;140.110;168.132,00;6
WINZ25;21/08/2025;11:10:00;140.035;140.075;140.035;140.035;504.139,00;18
WINZ25;21/08/2025;11:05:00;139.955;139.955;139.935;139.935;167.938,00;6
WINZ25;21/08/2025;11:00:00;139.955;140.100;139.955;140.100;196.014,00;7
WINZ25;21/08/2025;10:55:00;139.955;140.075;139.940;140.075;251.997,00;9
WINZ25;21/08/2025;10:50:00;140.055;140.055;139.945;140.010;252.015,00;9
WINZ25;21/08/2025;10:45:00;139.920;140.055;139.805;140.055;1.930.922,00;69
WINZ25;21/08/2025;10:40:00;140.290;140.355;139.805;139.805;4.848.437,00;173
WINZ25;21/08/2025;10:35:00;140.005;140.350;139.975;140.300;7.766.540,00;277
WINZ25;21/08/2025;10:30:00;140.115;140.375;139.120;139.505;1.788.877,00;64
WINZ25;21/08/2025;10:25:00;139.455;140.650;139.455;140.200;6.415.948,00;229
WINZ25;21/08/2025;09:15:00;139.340;139.385;139.330;139.370;1.086.971,00;39
WINZ25;21/08/2025;09:10:00;139.220;139.455;139.175;139.455;1.197.762,00;43
WINZ25;21/08/2025;09:05:00;139.450;139.475;138.965;139.210;3.784.093,00;136
WINZ25;21/08/2025;09:00:00;139.875;140.000;139.360;139.465;2.988.619,00;107
WINZ25;20/08/2025;18:20:00;140.155;140.200;140.155;140.200;84.105,00;3
WINZ25;20/08/2025;18:15:00;140.005;140.060;140.005;140.060;2.128.379,00;76
WINZ25;20/08/2025;18:10:00;140.080;140.085;139.970;139.970;1.932.943,00;69
WINZ25;20/08/2025;18:05:00;140.045;140.095;140.045;140.055;756.303,00;27
WINZ25;20/08/2025;18:00:00;140.150;140.155;140.120;140.130;952.979,00;34
WINZ25;20/08/2025;17:55:00;140.075;140.085;140.075;140.085;168.092,00;6
WINZ25;20/08/2025;17:50:00;140.045;140.100;140.025;140.100;728.305,00;26
WINZ25;20/08/2025;17:40:00;140.165;140.170;140.150;140.150;2.326.695,00;83
WINZ25;20/08/2025;17:35:00;140.075;140.150;140.050;140.130;3.559.326,00;127
WINZ25;20/08/2025;17:30:00;140.155;140.155;140.080;140.115;672.511,00;24
WINZ25;20/08/2025;17:25:00;140.195;140.195;140.195;140.195;168.234,00;6
WINZ25;20/08/2025;17:20:00;140.230;140.230;140.180;140.180;1.009.390,00;36
WINZ25;20/08/2025;17:15:00;140.280;140.315;140.280;140.305;168.367,00;6
WINZ25;20/08/2025;17:10:00;140.360;140.360;140.260;140.260;842.023,00;30
WINZ25;20/08/2025;17:05:00;140.355;140.435;140.355;140.380;1.235.319,00;44
WINZ25;20/08/2025;17:00:00;140.190;140.405;140.185;140.360;6.877.404,00;245
WINZ25;20/08/2025;16:55:00;140.250;140.250;140.190;140.190;252.378,00;9
WINZ25;20/08/2025;16:50:00;140.300;140.300;140.300;140.300;589.260,00;21
WINZ25;20/08/2025;16:45:00;140.280;140.300;140.265;140.300;841.741,00;30
WINZ25;20/08/2025;16:40:00;140.230;140.305;140.230;140.280;869.583,00;31
WINZ25;20/08/2025;16:35:00;140.165;140.215;140.165;140.215;196.263,00;7
WINZ25;20/08/2025;16:30:00;140.135;140.135;140.135;140.135;56.054,00;2
WINZ25;20/08/2025;16:20:00;140.160;140.190;140.155;140.190;140.170,00;5
WINZ25;20/08/2025;16:15:00;140.120;140.120;140.095;140.110;392.283,00;14
WINZ25;20/08/2025;16:10:00;140.130;140.130;140.130;140.130;56.052,00;2
WINZ25;20/08/2025;16:05:00;140.190;140.190;140.130;140.155;392.472,00;14
WINZ25;20/08/2025;16:00:00;140.245;140.265;140.195;140.195;897.648,00;32
WINZ25;20/08/2025;15:50:00;140.320;140.320;140.260;140.260;84.179,00;3
WINZ25;20/08/2025;15:45:00;140.285;140.285;140.285;140.285;84.171,00;3
WINZ25;20/08/2025;15:40:00;140.320;140.340;140.320;140.340;589.348,00;21
WINZ25;20/08/2025;15:35:00;140.330;140.330;140.330;140.330;56.132,00;2
WINZ25;20/08/2025;15:30:00;140.255;140.400;140.225;140.400;196.423,00;7
WINZ25;20/08/2025;15:25:00;140.225;140.225;140.210;140.215;392.606,00;14
WINZ25;20/08/2025;15:10:00;140.300;140.380;140.300;140.380;392.942,00;14
WINZ25;20/08/2025;15:05:00;140.285;140.305;140.285;140.295;112.238,00;4
WINZ25;20/08/2025;15:00:00;140.355;140.355;140.205;140.320;2.581.125,00;92
WINZ25;20/08/2025;14:50:00;140.365;140.500;140.330;140.400;14.744.450,00;525
WINZ25;20/08/2025;14:45:00;140.280;140.340;140.280;140.335;5.360.060,00;191
WINZ25;20/08/2025;14:40:00;140.345;140.350;140.285;140.285;140.328,00;5
WINZ25;20/08/2025;14:35:00;140.225;140.225;140.225;140.225;28.045,00;1
WINZ25;20/08/2025;14:30:00;140.240;140.255;140.235;140.235;813.400,00;29
WINZ25;20/08/2025;14:25:00;140.210;140.265;140.170;140.255;616.953,00;22
WINZ25;20/08/2025;14:20:00;140.300;140.315;140.185;140.185;3.674.462,00;131
WINZ25;20/08/2025;14:15:00;140.100;140.255;140.100;140.255;308.411,00;11
WINZ25;20/08/2025;14:10:00;140.005;140.220;139.890;140.150;2.883.814,00;103
WINZ25;20/08/2025;14:05:00;140.500;140.500;139.970;139.970;25.205.158,00;898
WINZ25;20/08/2025;14:00:00;140.600;140.700;140.550;140.550;3.515.925,00;125
WINZ25;20/08/2025;13:55:00;140.570;140.605;140.565;140.585;1.349.594,00;48
WINZ25;20/08/2025;13:50:00;140.485;140.485;140.485;140.485;28.097,00;1
WINZ25;20/08/2025;13:45:00;140.550;140.550;140.550;140.550;28.110,00;1
WINZ25;20/08/2025;13:40:00;140.570;140.590;140.520;140.560;1.152.480,00;41
WINZ25;20/08/2025;13:35:00;140.500;140.580;140.470;140.510;1.377.063,00;49
WINZ25;20/08/2025;13:30:00;140.420;140.500;140.420;140.500;112.363,00;4
WINZ25;20/08/2025;13:25:00;140.355;140.405;140.330;140.405;364.987,00;13
WINZ25;20/08/2025;13:20:00;140.425;140.435;140.355;140.370;1.066.916,00;38
WINZ25;20/08/2025;13:15:00;140.405;140.510;140.405;140.410;674.245,00;24
WINZ25;20/08/2025;13:10:00;140.405;140.405;140.390;140.390;449.286,00;16
WINZ25;20/08/2025;13:05:00;140.470;140.470;140.470;140.470;168.564,00;6
WINZ25;20/08/2025;13:00:00;140.465;140.465;140.455;140.460;589.933,00;21
WINZ25;20/08/2025;12:50:00;140.500;140.520;140.500;140.515;168.619,00;6
WINZ25;20/08/2025;12:45:00;140.425;140.480;140.395;140.480;561.773,00;20
WINZ25;20/08/2025;12:40:00;140.455;140.455;140.455;140.455;28.091,00;1
WINZ25;20/08/2025;12:35:00;140.500;140.500;140.445;140.445;56.189,00;2
WINZ25;20/08/2025;12:30:00;140.325;140.450;140.325;140.440;1.066.945,00;38
WINZ25;20/08/2025;12:25:00;140.270;140.270;140.200;140.255;701.217,00;25
WINZ25;20/08/2025;12:20:00;140.225;140.300;140.225;140.300;701.369,00;25
WINZ25;20/08/2025;12:15:00;140.155;140.250;140.150;140.250;364.496,00;13
WINZ25;20/08/2025;12:10:00;140.045;140.125;140.045;140.120;644.494,00;23
WINZ25;20/08/2025;12:05:00;139.975;140.000;139.955;140.000;139.972,00;5
WINZ25;20/08/2025;12:00:00;139.920;140.010;139.920;139.995;83.985,00;3
WINZ25;20/08/2025;11:55:00;139.955;139.955;139.955;139.955;83.973,00;3
WINZ25;20/08/2025;11:50:00;139.915;139.930;139.900;139.910;167.895,00;6
WINZ25;20/08/2025;11:45:00;140.060;140.065;139.980;140.025;280.092,00;10
WINZ25;20/08/2025;11:40:00;140.085;140.085;140.085;140.085;56.034,00;2
WINZ25;20/08/2025;11:35:00;140.115;140.115;140.090;140.090;140.106,00;5
WINZ25;20/08/2025;11:30:00;140.115;140.115;140.115;140.115;28.023,00;1
WINZ25;20/08/2025;11:25:00;140.080;140.080;139.905;140.015;1.064.125,00;38
WINZ25;20/08/2025;11:20:00;140.190;140.250;140.080;140.080;224.289,00;8
WINZ25;20/08/2025;11:15:00;140.145;140.145;140.100;140.115;672.652,00;24
WINZ25;20/08/2025;11:10:00;140.100;140.350;140.100;140.150;588.945,00;21
WINZ25;20/08/2025;11:05:00;140.160;140.325;140.160;140.175;420.765,00;15
WINZ25;20/08/2025;11:00:00;140.250;140.310;140.190;140.245;308.542,00;11
WINZ25;20/08/2025;10:55:00;140.080;140.255;140.050;140.215;700.576,00;25
WINZ25;20/08/2025;10:50:00;140.375;140.390;140.070;140.090;8.083.836,00;288
WINZ25;20/08/2025;10:45:00;140.435;140.480;140.360;140.380;44.915.118,00;1.599
WINZ25;20/08/2025;10:40:00;140.225;140.405;140.215;140.405;1.178.761,00;42
WINZ25;20/08/2025;10:35:00;140.055;140.200;140.055;140.200;1.205.564,00;43
WINZ25;20/08/2025;10:30:00;139.985;140.150;139.985;140.110;672.462,00;24
WINZ25;20/08/2025;10:25:00;139.920;139.965;139.920;139.935;279.879,00;10
WINZ25;20/08/2025;10:20:00;139.785;140.065;139.785;139.950;7.723.898,00;276
WINZ25;20/08/2025;10:15:00;139.865;139.870;139.750;139.785;3.327.137,00;119
WINZ25;20/08/2025;10:10:00;139.850;139.875;139.840;139.840;223.769,00;8
WINZ25;20/08/2025;10:05:00;139.875;139.875;139.875;139.875;55.950,00;2
WINZ25;20/08/2025;10:00:00;139.850;140.010;139.750;139.940;6.184.596,00;221
WINZ25;20/08/2025;09:55:00;139.805;139.805;139.795;139.795;223.678,00;8
WINZ25;20/08/2025;09:50:00;139.845;139.845;139.750;139.810;447.321,00;16
WINZ25;20/08/2025;09:45:00;139.830;139.900;139.785;139.900;643.263,00;23
WINZ25;20/08/2025;09:40:00;139.845;139.845;139.765;139.815;782.929,00;28
WINZ25;20/08/2025;09:35:00;139.905;139.920;139.895;139.920;195.860,00;7
WINZ25;20/08/2025;09:30:00;140.005;140.120;139.865;139.900;2.128.239,00;76
WINZ25;20/08/2025;09:25:00;139.790;139.895;139.790;139.895;279.758,00;10
WINZ25;20/08/2025;09:20:00;139.800;139.800;139.660;139.790;475.195,00;17
WINZ25;20/08/2025;09:15:00;139.820;139.875;139.755;139.755;643.178,00;23
WINZ25;20/08/2025;09:10:00;139.695;139.785;139.615;139.760;502.909,00;18
WINZ25;20/08/2025;09:05:00;139.730;140.020;139.725;139.910;30.284.718,00;1.083
WINZ25;20/08/2025;09:00:00;139.835;140.150;139.725;139.785;1.734.334,00;62
WINZ25;19/08/2025;18:20:00;139.625;139.650;139.550;139.555;2.066.415,00;74
WINZ25;19/08/2025;18:15:00;139.620;139.650;139.270;139.615;49.161.868,00;1.763
WINZ25;19/08/2025;18:10:00;139.760;139.760;139.695;139.710;1.257.417,00;45
WINZ25;19/08/2025;18:05:00;139.700;139.750;139.700;139.750;1.341.496,00;48
WINZ25;19/08/2025;18:00:00;139.730;139.730;139.635;139.660;3.072.697,00;110
WINZ25;19/08/2025;17:55:00;139.750;139.750;139.750;139.750;27.950,00;1
WINZ25;19/08/2025;17:50:00;139.765;139.765;139.765;139.765;27.953,00;1
WINZ25;19/08/2025;17:45:00;139.760;139.760;139.760;139.760;167.712,00;6
WINZ25;19/08/2025;17:40:00;139.800;139.825;139.755;139.770;7.912.149,00;283
WINZ25;19/08/2025;17:35:00;139.870;139.895;139.840;139.855;5.622.530,00;201
WINZ25;19/08/2025;17:30:00;139.885;139.895;139.830;139.850;4.251.732,00;152
WINZ25;19/08/2025;17:25:00;139.780;139.860;139.780;139.860;950.597,00;34
WINZ25;19/08/2025;17:20:00;139.780;139.800;139.745;139.750;1.397.685,00;50
WINZ25;19/08/2025;17:15:00;139.670;139.800;139.610;139.800;3.492.718,00;125
WINZ25;19/08/2025;17:10:00;140.010;140.080;139.665;139.695;34.783.337,00;1.243
WINZ25;19/08/2025;17:05:00;140.080;140.160;140.025;140.025;19.197.102,00;685
WINZ25;19/08/2025;17:00:00;140.035;140.105;140.025;140.075;14.370.609,00;513
WINZ25;19/08/2025;16:55:00;140.045;140.050;139.985;140.045;5.096.456,00;182
WINZ25;19/08/2025;16:50:00;140.035;140.040;139.995;140.015;2.772.315,00;99
WINZ25;19/08/2025;16:45:00;139.950;140.045;139.945;140.010;3.303.856,00;118
WINZ25;19/08/2025;16:40:00;139.920;139.950;139.910;139.950;3.442.208,00;123
WINZ25;19/08/2025;16:35:00;139.935;139.945;139.860;139.910;2.546.329,00;91
WINZ25;19/08/2025;16:30:00;139.970;140.015;139.905;139.930;3.498.704,00;125
WINZ25;19/08/2025;16:25:00;139.970;139.990;139.935;139.965;3.582.986,00;128
WINZ25;19/08/2025;16:20:00;139.865;140.125;139.865;139.965;39.544.610,00;1.412
WINZ25;19/08/2025;16:15:00;139.855;139.900;139.855;139.885;587.491,00;21
WINZ25;19/08/2025;16:10:00;139.825;139.880;139.825;139.865;447.503,00;16
WINZ25;19/08/2025;16:05:00;139.875;139.890;139.835;139.840;1.314.700,00;47
WINZ25;19/08/2025;16:00:00;139.900;139.920;139.845;139.865;3.944.796,00;141
WINZ25;19/08/2025;15:55:00;139.880;139.905;139.860;139.880;1.314.860,00;47
WINZ25;19/08/2025;15:50:00;139.780;139.890;139.780;139.885;4.055.398,00;145
WINZ25;19/08/2025;15:45:00;139.760;139.820;139.750;139.785;3.885.706,00;139
WINZ25;19/08/2025;15:40:00;139.820;139.840;139.750;139.775;3.942.158,00;141
WINZ25;19/08/2025;15:35:00;139.910;139.920;139.760;139.825;8.109.679,00;290
WINZ25;19/08/2025;15:30:00;139.920;139.960;139.915;139.915;139.943,00;5
WINZ25;19/08/2025;15:25:00;139.990;140.000;139.845;139.940;5.737.165,00;205
WINZ25;19/08/2025;15:20:00;139.925;140.035;139.920;139.995;5.347.312,00;191
WINZ25;19/08/2025;15:15:00;140.055;140.065;139.935;139.940;15.625.539,00;558
WINZ25;19/08/2025;15:10:00;140.135;140.185;140.040;140.060;39.821.081,00;1.421
WINZ25;19/08/2025;15:05:00;140.225;140.275;140.200;140.235;9.059.502,00;323
WINZ25;19/08/2025;15:00:00;140.315;140.315;140.205;140.225;560.995,00;20
WINZ25;19/08/2025;14:55:00;140.400;140.410;140.325;140.340;645.673,00;23
WINZ25;19/08/2025;14:50:00;140.445;140.445;140.430;140.430;84.261,00;3
WINZ25;19/08/2025;14:45:00;140.480;140.480;140.450;140.450;84.276,00;3
WINZ25;19/08/2025;14:40:00;140.505;140.505;140.465;140.465;112.396,00;4
WINZ25;19/08/2025;14:30:00;140.445;140.445;140.445;140.445;308.979,00;11
WINZ25;19/08/2025;14:25:00;140.410;140.490;140.410;140.425;561.800,00;20
WINZ25;19/08/2025;14:20:00;140.410;140.415;140.400;140.415;252.739,00;9
WINZ25;19/08/2025;14:15:00;140.390;140.435;140.325;140.390;28.895.101,00;1.029
WINZ25;19/08/2025;14:10:00;140.325;140.385;140.300;140.360;9.655.164,00;344
WINZ25;19/08/2025;14:05:00;140.370;140.370;140.240;140.300;67.779.987,00;2.415
WINZ25;19/08/2025;14:00:00;140.535;140.535;140.380;140.380;393.334,00;14
WINZ25;19/08/2025;13:55:00;140.600;140.650;140.570;140.570;618.738,00;22
WINZ25;19/08/2025;13:50:00;140.575;140.585;140.565;140.575;196.803,00;7
WINZ25;19/08/2025;13:45:00;140.500;140.500;140.450;140.450;280.930,00;10
WINZ25;19/08/2025;13:35:00;140.560;140.565;140.560;140.565;56.225,00;2
WINZ25;19/08/2025;13:30:00;140.520;140.620;140.495;140.600;393.490,00;14
WINZ25;19/08/2025;13:25:00;140.635;140.635;140.520;140.520;253.026,00;9
WINZ25;19/08/2025;13:20:00;140.610;140.715;140.595;140.620;49.622.053,00;1.764
WINZ25;19/08/2025;13:15:00;140.470;140.570;140.470;140.535;6.436.887,00;229
WINZ25;19/08/2025;13:10:00;140.470;140.480;140.400;140.400;393.261,00;14
WINZ25;19/08/2025;13:05:00;140.410;140.470;140.410;140.445;533.612,00;19
WINZ25;19/08/2025;13:00:00;140.305;140.420;140.305;140.400;1.095.095,00;39
WINZ25;19/08/2025;12:55:00;140.320;140.320;140.290;140.290;168.354,00;6
WINZ25;19/08/2025;12:50:00;140.290;140.325;140.290;140.310;449.001,00;16
WINZ25;19/08/2025;12:45:00;140.300;140.300;140.300;140.300;84.180,00;3
WINZ25;19/08/2025;12:40:00;140.195;140.250;140.195;140.250;56.089,00;2
WINZ25;19/08/2025;12:35:00;140.150;140.200;140.135;140.200;869.022,00;31
WINZ25;19/08/2025;12:30:00;140.200;140.200;140.160;140.160;336.392,00;12
WINZ25;19/08/2025;12:25:00;140.170;140.245;140.170;140.230;2.299.345,00;82
WINZ25;19/08/2025;12:20:00;140.440;140.440;140.210;140.245;1.936.699,00;69
WINZ25;19/08/2025;12:15:00;140.450;140.450;140.400;140.420;112.338,00;4
WINZ25;19/08/2025;12:10:00;140.455;140.455;140.455;140.455;28.091,00;1
WINZ25;19/08/2025;12:05:00;140.470;140.520;140.470;140.470;421.427,00;15
WINZ25;19/08/2025;12:00:00;140.420;140.445;140.400;140.445;140.431,00;5
WINZ25;19/08/2025;11:55:00;140.595;140.610;140.510;140.575;253.061,00;9
WINZ25;19/08/2025;11:50:00;140.540;140.540;140.480;140.480;84.310,00;3
WINZ25;19/08/2025;11:45:00;140.565;140.575;140.565;140.575;337.376,00;12
WINZ25;19/08/2025;11:40:00;140.495;140.565;140.495;140.545;562.029,00;20
WINZ25;19/08/2025;11:35:00;140.545;140.545;140.400;140.540;1.629.248,00;58
WINZ25;19/08/2025;11:30:00;140.580;140.595;140.535;140.565;3.429.685,00;122
WINZ25;19/08/2025;11:25:00;140.640;140.675;140.475;140.590;51.981.889,00;1.848
WINZ25;19/08/2025;11:20:00;140.860;140.860;140.635;140.710;2.223.734,00;79
WINZ25;19/08/2025;11:15:00;140.900;140.935;140.815;140.935;422.647,00;15
WINZ25;19/08/2025;11:10:00;140.955;140.955;140.885;140.900;84.548,00;3
WINZ25;19/08/2025;11:05:00;140.920;140.995;140.920;140.935;169.131,00;6
WINZ25;19/08/2025;11:00:00;140.945;140.945;140.840;140.840;930.013,00;33
WINZ25;19/08/2025;10:55:00;141.200;141.200;140.960;140.980;789.846,00;28
WINZ25;19/08/2025;10:50:00;141.020;141.160;140.980;141.145;1.439.115,00;51
WINZ25;19/08/2025;10:45:00;140.935;141.070;140.935;141.070;338.415,00;12
WINZ25;19/08/2025;10:40:00;140.855;140.900;140.800;140.900;366.166,00;13
WINZ25;19/08/2025;10:35:00;140.915;141.075;140.900;140.900;1.043.393,00;37
WINZ25;19/08/2025;10:30:00;140.980;140.980;140.780;140.875;1.521.101,00;54
WINZ25;19/08/2025;10:25:00;140.945;140.960;140.775;140.960;2.282.042,00;81
WINZ25;19/08/2025;10:20:00;140.910;141.040;140.910;140.935;1.860.783,00;66
WINZ25;19/08/2025;10:15:00;141.350;141.365;140.955;140.955;3.416.294,00;121
WINZ25;19/08/2025;10:10:00;141.440;141.565;141.440;141.450;594.368,00;21
WINZ25;19/08/2025;10:05:00;141.585;141.585;141.295;141.295;1.244.802,00;44
WINZ25;19/08/2025;10:00:00;141.895;141.970;141.555;141.555;1.870.961,00;66
WINZ25;19/08/2025;09:55:00;141.955;141.955;141.850;141.880;1.106.570,00;39
WINZ25;19/08/2025;09:50:00;142.235;142.285;141.975;141.975;2.330.485,00;82
WINZ25;19/08/2025;09:45:00;142.195;142.195;142.150;142.150;426.522,00;15
WINZ25;19/08/2025;09:40:00;142.240;142.250;142.120;142.230;3.668.662,00;129
WINZ25;19/08/2025;09:35:00;142.610;142.610;142.220;142.220;2.307.540,00;81
WINZ25;19/08/2025;09:30:00;142.890;142.890;142.610;142.625;1.284.039,00;45
WINZ25;19/08/2025;09:25:00;142.850;142.965;142.850;142.915;285.836,00;10
WINZ25;19/08/2025;09:20:00;142.890;142.890;142.840;142.840;57.146,00;2
WINZ25;19/08/2025;09:15:00;142.890;142.925;142.750;142.750;457.098,00;16
WINZ25;19/08/2025;09:10:00;142.810;142.885;142.800;142.885;314.203,00;11
WINZ25;19/08/2025;09:05:00;142.850;142.895;142.640;142.895;1.313.233,00;46
WINZ25;19/08/2025;09:00:00;143.240;143.240;142.675;142.860;11.699.174,00;409
WINZ25;18/08/2025;18:20:00;143.190;143.190;143.190;143.190;28.638,00;1
WINZ25;18/08/2025;18:15:00;143.130;143.195;143.130;143.180;171.813,00;6
WINZ25;18/08/2025;18:10:00;143.170;143.170;143.150;143.150;85.894,00;3
WINZ25;18/08/2025;18:05:00;143.190;143.195;143.190;143.195;343.658,00;12
WINZ25;18/08/2025;18:00:00;143.235;143.235;143.235;143.235;57.294,00;2
WINZ25;18/08/2025;17:55:00;143.250;143.250;143.250;143.250;28.650,00;1
WINZ25;18/08/2025;17:50:00;143.220;143.295;143.200;143.260;1.002.606,00;35
WINZ25;18/08/2025;17:40:00;143.165;143.165;143.165;143.165;28.633,00;1
WINZ25;18/08/2025;17:35:00;143.225;143.225;143.225;143.225;286.450,00;10
WINZ25;18/08/2025;17:30:00;143.250;143.250;143.150;143.165;315.005,00;11
WINZ25;18/08/2025;17:25:00;143.260;143.265;143.260;143.265;315.173,00;11
WINZ25;18/08/2025;17:20:00;143.270;143.270;143.270;143.270;28.654,00;1
WINZ25;18/08/2025;17:10:00;143.250;143.250;143.250;143.250;114.600,00;4
WINZ25;18/08/2025;17:00:00;143.280;143.280;143.245;143.250;200.574,00;7
WINZ25;18/08/2025;16:50:00;143.335;143.345;143.300;143.300;315.276,00;11
WINZ25;18/08/2025;16:45:00;143.325;143.325;143.315;143.315;143.317,00;5
WINZ25;18/08/2025;16:35:00;143.260;143.380;143.260;143.380;171.960,00;6
WINZ25;18/08/2025;16:25:00;143.270;143.275;143.270;143.275;143.274,00;5
WINZ25;18/08/2025;16:15:00;143.340;143.340;143.300;143.300;143.316,00;5
WINZ25;18/08/2025;16:10:00;143.340;143.340;143.340;143.340;143.340,00;5
WINZ25;18/08/2025;16:05:00;143.340;143.340;143.340;143.340;114.672,00;4
WINZ25;18/08/2025;16:00:00;143.400;143.460;143.385;143.460;143.409,00;5
WINZ25;18/08/2025;15:55:00;143.420;143.510;143.415;143.420;487.700,00;17
WINZ25;18/08/2025;15:50:00;143.320;143.320;143.320;143.320;28.664,00;1
WINZ25;18/08/2025;15:45:00;143.350;143.365;143.350;143.365;200.693,00;7
WINZ25;18/08/2025;15:40:00;143.335;143.335;143.335;143.335;200.669,00;7
WINZ25;18/08/2025;15:35:00;143.260;143.260;143.260;143.260;85.956,00;3
WINZ25;18/08/2025;15:30:00;143.275;143.275;143.265;143.265;85.963,00;3
WINZ25;18/08/2025;15:25:00;143.360;143.360;143.360;143.360;28.672,00;1
WINZ25;18/08/2025;15:20:00;143.330;143.330;143.330;143.330;57.332,00;2
WINZ25;18/08/2025;15:10:00;143.220;143.265;143.220;143.265;114.594,00;4
WINZ25;18/08/2025;15:05:00;143.295;143.295;143.295;143.295;143.295,00;5
WINZ25;18/08/2025;15:00:00;143.295;143.295;143.285;143.285;573.155,00;20
WINZ25;18/08/2025;14:55:00;143.330;143.330;143.330;143.330;28.666,00;1
WINZ25;18/08/2025;14:50:00;143.300;143.330;143.255;143.315;515.865,00;18
WINZ25;18/08/2025;14:45:00;143.255;143.270;143.245;143.270;286.508,00;10
WINZ25;18/08/2025;14:40:00;143.215;143.245;143.215;143.245;343.764,00;12
WINZ25;18/08/2025;14:35:00;143.190;143.190;143.185;143.185;257.734,00;9
WINZ25;18/08/2025;14:30:00;143.200;143.200;143.200;143.200;28.640,00;1
WINZ25;18/08/2025;14:25:00;143.100;143.170;143.085;143.160;200.383,00;7
WINZ25;18/08/2025;14:20:00;143.205;143.205;143.145;143.170;171.808,00;6
WINZ25;18/08/2025;14:15:00;143.300;143.315;143.200;143.220;171.928,00;6
WINZ25;18/08/2025;14:10:00;143.195;143.290;143.195;143.290;286.551,00;10
WINZ25;18/08/2025;14:05:00;143.150;143.160;143.100;143.145;801.542,00;28
WINZ25;18/08/2025;14:00:00;143.355;143.420;143.160;143.240;1.031.427,00;36
WINZ25;18/08/2025;13:55:00;143.545;143.545;143.340;143.360;1.663.925,00;58
WINZ25;18/08/2025;13:50:00;143.575;143.575;143.500;143.520;172.246,00;6
WINZ25;18/08/2025;13:45:00;143.635;143.650;143.630;143.650;545.860,00;19
WINZ25;18/08/2025;13:35:00;143.640;143.700;143.635;143.640;948.097,00;33
WINZ25;18/08/2025;13:25:00;143.635;143.650;143.635;143.650;316.015,00;11
WINZ25;18/08/2025;13:20:00;143.500;143.635;143.495;143.635;947.269,00;33
WINZ25;18/08/2025;13:15:00;143.585;143.595;143.500;143.525;1.148.386,00;40
WINZ25;18/08/2025;13:10:00;143.640;143.640;143.600;143.620;287.226,00;10
WINZ25;18/08/2025;13:05:00;143.765;143.765;143.605;143.680;459.818,00;16
WINZ25;18/08/2025;13:00:00;143.795;143.795;143.755;143.790;115.021,00;4
WINZ25;18/08/2025;12:55:00;143.835;143.890;143.835;143.845;690.496,00;24
WINZ25;18/08/2025;12:50:00;143.770;143.810;143.770;143.810;575.190,00;20
WINZ25;18/08/2025;12:45:00;143.720;143.800;143.705;143.705;1.178.633,00;41
WINZ25;18/08/2025;12:40:00;143.810;143.835;143.810;143.820;776.677,00;27
WINZ25;18/08/2025;12:35:00;143.780;143.780;143.780;143.780;28.756,00;1
WINZ25;18/08/2025;12:30:00;143.795;143.795;143.680;143.760;1.178.533,00;41
WINZ25;18/08/2025;12:25:00;143.775;143.800;143.775;143.800;862.775,00;30
WINZ25;18/08/2025;12:20:00;143.690;143.790;143.690;143.790;1.063.738,00;37
WINZ25;18/08/2025;12:15:00;143.615;143.630;143.610;143.630;1.062.828,00;37
WINZ25;18/08/2025;12:10:00;143.680;143.730;143.650;143.655;603.525,00;21
WINZ25;18/08/2025;12:05:00;143.570;143.670;143.545;143.670;258.432,00;9
WINZ25;18/08/2025;12:00:00;143.580;143.670;143.575;143.605;2.240.237,00;78
WINZ25;18/08/2025;11:55:00;143.460;143.570;143.405;143.570;1.147.915,00;40
WINZ25;18/08/2025;11:50:00;143.315;143.500;143.300;143.500;286.735,00;10
